ncr_id,date_opened,date_closed,part_number,supplier_id,defect_type,severity,status,owner,root_cause_category,corrective_action_status
NCR-1428,2024-12-25,2025-01-15,FRAME-012,SUP-001,Electrical Short,Major,Closed,QE-Patel,Training Gap,Complete
NCR-1429,2024-08-13,2024-08-28,MOTOR-004,SUP-007,Incorrect Part Number,Minor,Closed,QE-Patel,Measurement Error,In Progress
NCR-1430,2023-08-30,,WING-007,SUP-006,Dimensional Out-of-Tolerance,Critical,CAPA In Progress,QE-Patel,Supplier Non-Conformance,Not Started
NCR-1431,2023-11-30,,WHAR-005,SUP-005,Thread Damage,Major,RCA Complete,QE-Patel,Measurement Error,Complete
NCR-1432,2023-10-11,,LARM-015,SUP-010,Contamination,Critical,Under Review,QE-Nguyen,,Not Started
NCR-1433,2024-02-06,2024-02-17,FAST-010,SUP-008,Incorrect Part Number,Major,Closed,QE-Torres,Process Deviation,In Progress
NCR-1434,2023-12-14,2024-01-15,FRAME-012,SUP-001,Wrong Material Cert,Major,Closed,QE-Nguyen,Measurement Error,In Progress
NCR-1435,2023-05-26,2023-06-20,ESC-002,SUP-004,Incorrect Part Number,Major,Closed,QE-Brooks,Process Deviation,Complete
NCR-1436,2023-06-04,,THRM-011,SUP-005,Dimensional Out-of-Tolerance,Major,Under Review,QE-Brooks,,Not Started
NCR-1437,2023-07-15,,MOTOR-004,SUP-007,Solder Joint Failure,Minor,RCA Complete,QE-Osei,Process Deviation,Not Started
NCR-1438,2023-07-01,2023-07-15,WHAR-005,SUP-005,Missing Hardware,Major,Closed,QE-Brooks,Process Deviation,Complete
NCR-1439,2023-05-01,2023-05-04,MMB-001,SUP-003,Connector Misalignment,Minor,Closed,QE-Brooks,Process Deviation,Complete
NCR-1440,2024-05-21,,BATT-008,SUP-009,Crack / Fracture,Critical,CAPA In Progress,QE-Osei,Design Deficiency,Complete
NCR-1441,2024-10-16,2024-11-02,FRAME-012,SUP-001,Crack / Fracture,Major,Closed,QE-Torres,Supplier Non-Conformance,Complete
NCR-1442,2024-06-22,2024-08-01,BATT-008,SUP-009,Corrosion,Major,Closed,QE-Brooks,Incoming Material,In Progress
NCR-1443,2024-04-26,,MMB-001,SUP-003,Contamination,Minor,RCA Complete,QE-Brooks,Design Deficiency,Complete
NCR-1444,2023-08-27,2023-09-22,LARM-015,SUP-010,Delamination,Critical,Closed,QE-Nguyen,Process Deviation,Not Started
NCR-1445,2024-01-31,,BCON-006,SUP-004,Missing Hardware,Major,Under Review,QE-Nguyen,,Not Started
NCR-1446,2024-07-27,,BATT-008,SUP-009,Electrical Short,Critical,Containment Complete,QE-Brooks,Tooling Wear,Not Started
NCR-1447,2024-04-27,2024-05-03,LARM-015,SUP-010,Connector Misalignment,Major,Closed,QE-Patel,Training Gap,In Progress
NCR-1448,2023-09-15,2023-10-20,MOTOR-004,SUP-007,Documentation Missing,Minor,Closed,QE-Nguyen,Training Gap,Not Started
NCR-1449,2023-07-30,2023-08-30,FAST-010,SUP-008,Insulation Damage,Minor,Closed,QE-Patel,Process Deviation,Not Started
NCR-1450,2023-07-05,,FAST-010,SUP-008,Delamination,Major,RCA Complete,QE-Torres,Design Deficiency,In Progress
NCR-1451,2023-06-01,,MMB-001,SUP-003,Documentation Missing,Major,RCA Complete,QE-Torres,Incoming Material,In Progress
NCR-1452,2023-07-22,2023-07-26,WING-007,SUP-006,Connector Misalignment,Minor,Closed,QE-Patel,Training Gap,Not Started
NCR-1453,2024-05-20,,ESC-002,SUP-004,Dimensional Out-of-Tolerance,Major,CAPA In Progress,QE-Patel,Incoming Material,Not Started
NCR-1454,2023-09-21,2023-09-28,PYLD-009,SUP-001,Surface Finish,Major,Closed,QE-Brooks,Training Gap,In Progress
NCR-1455,2024-05-06,2024-06-17,WING-007,SUP-006,Thread Damage,Major,Closed,QE-Patel,Supplier Non-Conformance,Complete
NCR-1456,2023-12-30,2024-01-27,PROP-003,SUP-006,Missing Hardware,Minor,Closed,QE-Osei,Training Gap,Not Started
NCR-1457,2023-09-03,2023-09-10,THRM-011,SUP-005,Contamination,Minor,Closed,QE-Torres,Supplier Non-Conformance,Complete
NCR-1458,2024-10-20,2024-11-10,FAST-010,SUP-008,Connector Misalignment,Major,Closed,QE-Nguyen,Training Gap,Not Started
NCR-1459,2024-08-13,,MMB-001,SUP-003,Documentation Missing,Major,Open,QE-Patel,,Not Started
NCR-1460,2023-02-18,2023-03-31,PYLD-009,SUP-001,Wrong Material Cert,Minor,Closed,QE-Brooks,Process Deviation,In Progress
NCR-1461,2024-06-27,,LARM-015,SUP-010,Thread Damage,Minor,CAPA In Progress,QE-Brooks,Measurement Error,Not Started
NCR-1462,2024-03-12,,GPS-013,SUP-004,Thread Damage,Major,Open,QE-Torres,,Not Started
NCR-1463,2023-12-11,,BATT-008,SUP-009,Corrosion,Major,RCA Complete,QE-Nguyen,Measurement Error,In Progress
NCR-1464,2023-06-13,,MMB-001,SUP-003,Incorrect Part Number,Major,Under Review,QE-Nguyen,,Complete
NCR-1465,2024-11-11,,LARM-015,SUP-010,Contamination,Minor,RCA Complete,QE-Torres,Incoming Material,Complete
NCR-1466,2024-05-01,,PROP-003,SUP-006,Incorrect Part Number,Minor,CAPA In Progress,QE-Nguyen,Supplier Non-Conformance,Not Started
NCR-1467,2023-11-16,2023-12-18,PYLD-009,SUP-001,Incorrect Part Number,Minor,Closed,QE-Torres,Supplier Non-Conformance,In Progress
NCR-1468,2024-09-15,,FRAME-012,SUP-001,Surface Finish,Major,Open,QE-Torres,,Not Started
NCR-1469,2024-09-02,2024-09-15,PYLD-009,SUP-001,Surface Finish,Minor,Closed,QE-Brooks,Supplier Non-Conformance,In Progress
NCR-1470,2023-05-31,2023-06-06,BCON-006,SUP-004,Documentation Missing,Major,Closed,QE-Patel,Design Deficiency,Not Started
NCR-1471,2024-06-05,,WHAR-005,SUP-005,Dimensional Out-of-Tolerance,Major,Open,QE-Brooks,,Not Started
NCR-1472,2023-12-20,2023-12-29,FAST-010,SUP-008,Insulation Damage,Major,Closed,QE-Brooks,Process Deviation,In Progress
NCR-1473,2024-03-01,2024-03-06,WHAR-005,SUP-005,Corrosion,Minor,Closed,QE-Torres,Tooling Wear,Not Started
NCR-1474,2023-05-18,2023-06-17,BATT-008,SUP-009,Electrical Short,Minor,Closed,QE-Nguyen,Training Gap,Not Started
NCR-1475,2024-04-21,,WHAR-005,SUP-005,Corrosion,Major,CAPA In Progress,QE-Nguyen,Design Deficiency,In Progress
NCR-1476,2024-10-06,,PYLD-009,SUP-001,Thread Damage,Minor,Containment Complete,QE-Osei,Tooling Wear,Not Started
NCR-1477,2023-12-05,,FC-014,SUP-004,Surface Finish,Critical,Under Review,QE-Torres,,Not Started
NCR-1478,2023-10-14,,PYLD-009,SUP-001,Delamination,Major,RCA Complete,QE-Osei,Design Deficiency,Complete
NCR-1479,2024-02-03,2024-02-14,THRM-011,SUP-005,Insulation Damage,Major,Closed,QE-Torres,Process Deviation,In Progress
NCR-1480,2023-03-09,2023-03-18,ESC-002,SUP-004,Insulation Damage,Major,Closed,QE-Nguyen,Process Deviation,In Progress
NCR-1481,2023-08-01,,FRAME-012,SUP-001,Insulation Damage,Critical,Containment Complete,QE-Brooks,Training Gap,Complete
NCR-1482,2024-03-07,2024-04-07,PYLD-009,SUP-001,Contamination,Minor,Closed,QE-Osei,Tooling Wear,Complete
NCR-1483,2023-12-24,,BCON-006,SUP-004,Electrical Short,Major,Under Review,QE-Brooks,,Not Started
NCR-1484,2024-10-27,,FAST-010,SUP-008,Solder Joint Failure,Minor,Containment Complete,QE-Patel,Training Gap,Not Started
NCR-1485,2023-01-10,,WING-007,SUP-006,Dimensional Out-of-Tolerance,Major,CAPA In Progress,QE-Brooks,Training Gap,Not Started
NCR-1486,2024-03-19,2024-04-02,FAST-010,SUP-008,Dimensional Out-of-Tolerance,Minor,Closed,QE-Patel,Measurement Error,Complete
NCR-1487,2024-12-21,2025-01-28,THRM-011,SUP-005,Wrong Material Cert,Minor,Closed,QE-Patel,Design Deficiency,In Progress
NCR-1488,2024-11-12,2024-11-21,WING-007,SUP-006,Solder Joint Failure,Critical,Closed,QE-Torres,Training Gap,Not Started
NCR-1489,2024-11-30,,PROP-003,SUP-006,Connector Misalignment,Major,Open,QE-Osei,,Not Started
NCR-1490,2024-02-20,2024-03-25,ESC-002,SUP-004,Incorrect Part Number,Minor,Closed,QE-Patel,Measurement Error,Not Started
NCR-1491,2023-05-14,2023-05-23,FAST-010,SUP-008,Surface Finish,Minor,Closed,QE-Torres,Incoming Material,Not Started
NCR-1492,2023-09-09,,WHAR-005,SUP-005,Thread Damage,Major,RCA Complete,QE-Patel,Design Deficiency,In Progress
NCR-1493,2023-06-05,,FC-014,SUP-004,Contamination,Minor,CAPA In Progress,QE-Patel,Incoming Material,In Progress
NCR-1494,2024-12-03,2024-12-21,WING-007,SUP-006,Incorrect Part Number,Minor,Closed,QE-Patel,Supplier Non-Conformance,Not Started
NCR-1495,2024-09-05,,FRAME-012,SUP-001,Documentation Missing,Minor,Open,QE-Patel,,Not Started
NCR-1496,2024-09-03,2024-09-29,THRM-011,SUP-005,Contamination,Critical,Closed,QE-Patel,Process Deviation,Not Started
NCR-1497,2024-09-07,,FC-014,SUP-004,Connector Misalignment,Major,Under Review,QE-Brooks,,Complete
NCR-1498,2023-12-24,,BCON-006,SUP-004,Solder Joint Failure,Minor,CAPA In Progress,QE-Osei,Tooling Wear,Not Started
NCR-1499,2023-08-15,2023-09-05,PYLD-009,SUP-001,Delamination,Major,Closed,QE-Nguyen,Tooling Wear,Not Started
NCR-1500,2023-10-08,2023-10-12,BCON-006,SUP-004,Electrical Short,Minor,Closed,QE-Patel,Incoming Material,In Progress
