inspection_id,part_serial_number,lot_number,supplier_id,feature_id,gdandt_type,measured_x,measured_y,measured_value,nominal_value,nominal_x,nominal_y,tolerance,measurement_unit,inspector,inspection_date
INS-GDT-00328,MMB-0030,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,5.0446,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00329,MMB-0030,LOT-203,SUP-003,SLOT_WIDTH,width,,,7.9828,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00330,MMB-0030,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.1712,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00331,MMB-0031,LOT-204,SUP-003,HOLE_1_POSITION,position,20.0323,20.0684,0.1513,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00332,MMB-0031,LOT-204,SUP-003,HOLE_2_POSITION,position,79.9518,20.0343,0.1184,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00333,MMB-0031,LOT-204,SUP-003,HOLE_3_POSITION,position,20.0423,59.9297,0.1642,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00334,MMB-0031,LOT-204,SUP-003,HOLE_4_POSITION,position,79.929,59.8776,0.2829,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00335,MMB-0031,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.021,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00336,MMB-0031,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0765,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00337,MMB-0031,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1301,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00338,MMB-0031,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.1252,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00339,MMB-0031,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,5.0326,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00340,MMB-0031,LOT-204,SUP-003,SLOT_WIDTH,width,,,7.9686,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00341,MMB-0031,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,5.9624,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00342,MMB-0032,LOT-204,SUP-003,HOLE_1_POSITION,position,19.9972,20.0192,0.0388,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00343,MMB-0032,LOT-204,SUP-003,HOLE_2_POSITION,position,79.9984,19.8966,0.2068,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00344,MMB-0032,LOT-204,SUP-003,HOLE_3_POSITION,position,19.9964,59.9478,0.1046,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00345,MMB-0032,LOT-204,SUP-003,HOLE_4_POSITION,position,80.0402,60.022,0.0916,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00346,MMB-0032,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0109,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00347,MMB-0032,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0396,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00348,MMB-0032,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0276,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00349,MMB-0032,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.1156,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00350,MMB-0032,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,5.0191,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00351,MMB-0032,LOT-204,SUP-003,SLOT_WIDTH,width,,,7.9804,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00352,MMB-0032,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,6.0176,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00353,MMB-0033,LOT-204,SUP-003,HOLE_1_POSITION,position,19.9735,19.9604,0.0954,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00354,MMB-0033,LOT-204,SUP-003,HOLE_2_POSITION,position,79.9946,19.9482,0.1041,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00355,MMB-0033,LOT-204,SUP-003,HOLE_3_POSITION,position,19.9779,59.9521,0.1056,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00356,MMB-0033,LOT-204,SUP-003,HOLE_4_POSITION,position,80.1179,60.0021,0.2358,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00357,MMB-0033,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0145,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00358,MMB-0033,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0614,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00359,MMB-0033,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0655,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00360,MMB-0033,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.1045,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00361,MMB-0033,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,5.0123,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00362,MMB-0033,LOT-204,SUP-003,SLOT_WIDTH,width,,,8.0327,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00363,MMB-0033,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,5.9917,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00364,MMB-0034,LOT-204,SUP-003,HOLE_1_POSITION,position,19.9712,19.9862,0.0638,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00365,MMB-0034,LOT-204,SUP-003,HOLE_2_POSITION,position,79.8849,19.9242,0.2756,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00366,MMB-0034,LOT-204,SUP-003,HOLE_3_POSITION,position,20.0547,60.0658,0.1711,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00367,MMB-0034,LOT-204,SUP-003,HOLE_4_POSITION,position,79.9851,60.0346,0.0754,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00368,MMB-0034,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0297,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00369,MMB-0034,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1474,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00370,MMB-0034,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1148,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00371,MMB-0034,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.111,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00372,MMB-0034,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,4.9809,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00373,MMB-0034,LOT-204,SUP-003,SLOT_WIDTH,width,,,7.9618,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00374,MMB-0034,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,6.0101,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00375,MMB-0035,LOT-204,SUP-003,HOLE_1_POSITION,position,19.9622,19.9289,0.1611,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00376,MMB-0035,LOT-204,SUP-003,HOLE_2_POSITION,position,79.9677,19.9459,0.126,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00377,MMB-0035,LOT-204,SUP-003,HOLE_3_POSITION,position,20.0675,60.0353,0.1523,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00378,MMB-0035,LOT-204,SUP-003,HOLE_4_POSITION,position,79.9995,60.0888,0.1776,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00379,MMB-0035,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0262,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00380,MMB-0035,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0292,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00381,MMB-0035,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1309,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00382,MMB-0035,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.1577,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00383,MMB-0035,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,4.9793,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00384,MMB-0035,LOT-204,SUP-003,SLOT_WIDTH,width,,,8.0043,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00385,MMB-0035,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,5.9831,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00386,MMB-0036,LOT-204,SUP-003,HOLE_1_POSITION,position,19.9309,20.0463,0.1664,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00387,MMB-0036,LOT-204,SUP-003,HOLE_2_POSITION,position,80.0955,19.9301,0.2367,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00388,MMB-0036,LOT-204,SUP-003,HOLE_3_POSITION,position,20.0225,59.974,0.0688,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00389,MMB-0036,LOT-204,SUP-003,HOLE_4_POSITION,position,79.9708,59.9645,0.092,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00390,MMB-0036,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.012,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00391,MMB-0036,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0565,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00392,MMB-0036,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0368,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00393,MMB-0036,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.1389,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00394,MMB-0036,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,4.999,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00395,MMB-0036,LOT-204,SUP-003,SLOT_WIDTH,width,,,8.0028,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00396,MMB-0036,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,5.9823,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00397,MMB-0037,LOT-204,SUP-003,HOLE_1_POSITION,position,19.9712,20.0378,0.095,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00398,MMB-0037,LOT-204,SUP-003,HOLE_2_POSITION,position,80.025,19.9511,0.1098,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00399,MMB-0037,LOT-204,SUP-003,HOLE_3_POSITION,position,20.004,60.0301,0.0606,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00400,MMB-0037,LOT-204,SUP-003,HOLE_4_POSITION,position,79.8998,60.0326,0.2107,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00401,MMB-0037,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0151,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00402,MMB-0037,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0721,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00403,MMB-0037,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0395,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00404,MMB-0037,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.0063,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00405,MMB-0037,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,4.9674,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00406,MMB-0037,LOT-204,SUP-003,SLOT_WIDTH,width,,,8.0114,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00407,MMB-0037,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,6.0115,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00408,MMB-0038,LOT-204,SUP-003,HOLE_1_POSITION,position,19.9548,20.0319,0.1107,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00409,MMB-0038,LOT-204,SUP-003,HOLE_2_POSITION,position,79.9169,19.9967,0.1663,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00410,MMB-0038,LOT-204,SUP-003,HOLE_3_POSITION,position,19.9516,59.9739,0.11,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00411,MMB-0038,LOT-204,SUP-003,HOLE_4_POSITION,position,80.0028,59.9484,0.1034,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00412,MMB-0038,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0192,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00413,MMB-0038,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0852,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00414,MMB-0038,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0469,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00415,MMB-0038,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.1785,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00416,MMB-0038,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,4.9774,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00417,MMB-0038,LOT-204,SUP-003,SLOT_WIDTH,width,,,8.0259,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00418,MMB-0038,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,6.041,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00419,MMB-0039,LOT-204,SUP-003,HOLE_1_POSITION,position,19.8764,19.9602,0.2597,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00420,MMB-0039,LOT-204,SUP-003,HOLE_2_POSITION,position,80.0289,19.9898,0.0612,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00421,MMB-0039,LOT-204,SUP-003,HOLE_3_POSITION,position,20.0148,59.9758,0.0567,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00422,MMB-0039,LOT-204,SUP-003,HOLE_4_POSITION,position,80.0052,59.9907,0.0214,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00423,MMB-0039,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0425,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00424,MMB-0039,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0626,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00425,MMB-0039,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0835,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00426,MMB-0039,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.0912,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00427,MMB-0039,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,4.9902,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00428,MMB-0039,LOT-204,SUP-003,SLOT_WIDTH,width,,,7.997,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00429,MMB-0039,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,6.0149,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00430,MMB-0040,LOT-204,SUP-003,HOLE_1_POSITION,position,19.979,20.0145,0.0511,,20.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00431,MMB-0040,LOT-204,SUP-003,HOLE_2_POSITION,position,80.1038,20.0436,0.2251,,80.0,20.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00432,MMB-0040,LOT-204,SUP-003,HOLE_3_POSITION,position,19.987,60.048,0.0996,,20.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00433,MMB-0040,LOT-204,SUP-003,HOLE_4_POSITION,position,79.9755,59.8777,0.2494,,80.0,60.0,0.2,mm,QE-Nguyen,2024-05-20
INS-GDT-00434,MMB-0040,LOT-204,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0099,0.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00435,MMB-0040,LOT-204,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0011,0.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00436,MMB-0040,LOT-204,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0559,0.0,,,0.15,mm,QE-Nguyen,2024-05-20
INS-GDT-00437,MMB-0040,LOT-204,SUP-003,OUTER_PROFILE,profile,,,0.1213,0.0,,,0.3,mm,QE-Nguyen,2024-05-20
INS-GDT-00438,MMB-0040,LOT-204,SUP-003,HOLE_DIAMETER,diameter,,,5.0335,5.0,,,0.05,mm,QE-Nguyen,2024-05-20
INS-GDT-00439,MMB-0040,LOT-204,SUP-003,SLOT_WIDTH,width,,,8.0198,8.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00440,MMB-0040,LOT-204,SUP-003,BRACKET_THICKNESS,thickness,,,5.9995,6.0,,,0.1,mm,QE-Nguyen,2024-05-20
INS-GDT-00441,MMB-0041,LOT-205,SUP-003,HOLE_1_POSITION,position,19.9626,20.0027,0.0749,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00442,MMB-0041,LOT-205,SUP-003,HOLE_2_POSITION,position,80.0121,19.9235,0.1549,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00443,MMB-0041,LOT-205,SUP-003,HOLE_3_POSITION,position,19.9253,59.9694,0.1614,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00444,MMB-0041,LOT-205,SUP-003,HOLE_4_POSITION,position,80.055,60.0654,0.1709,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00445,MMB-0041,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0506,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00446,MMB-0041,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.054,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00447,MMB-0041,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1031,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00448,MMB-0041,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.1907,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00449,MMB-0041,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,4.9901,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00450,MMB-0041,LOT-205,SUP-003,SLOT_WIDTH,width,,,8.0216,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00451,MMB-0041,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,6.0215,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00452,MMB-0042,LOT-205,SUP-003,HOLE_1_POSITION,position,19.9545,20.0821,0.1877,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00453,MMB-0042,LOT-205,SUP-003,HOLE_2_POSITION,position,79.9981,20.0044,0.0095,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00454,MMB-0042,LOT-205,SUP-003,HOLE_3_POSITION,position,19.9621,59.9688,0.0981,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00455,MMB-0042,LOT-205,SUP-003,HOLE_4_POSITION,position,79.8682,60.0033,0.2637,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00456,MMB-0042,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0626,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00457,MMB-0042,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0244,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00458,MMB-0042,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.189,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00459,MMB-0042,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.219,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00460,MMB-0042,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,4.9905,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00461,MMB-0042,LOT-205,SUP-003,SLOT_WIDTH,width,,,8.0108,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00462,MMB-0042,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,6.0016,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00463,MMB-0043,LOT-205,SUP-003,HOLE_1_POSITION,position,20.0853,20.0259,0.1783,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00464,MMB-0043,LOT-205,SUP-003,HOLE_2_POSITION,position,80.0591,20.0179,0.1235,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00465,MMB-0043,LOT-205,SUP-003,HOLE_3_POSITION,position,19.9955,60.0131,0.0276,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00466,MMB-0043,LOT-205,SUP-003,HOLE_4_POSITION,position,79.9756,59.9129,0.181,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00467,MMB-0043,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0372,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00468,MMB-0043,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.01,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00469,MMB-0043,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0592,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00470,MMB-0043,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.0892,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00471,MMB-0043,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,5.0129,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00472,MMB-0043,LOT-205,SUP-003,SLOT_WIDTH,width,,,8.0569,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00473,MMB-0043,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,6.0351,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00474,MMB-0044,LOT-205,SUP-003,HOLE_1_POSITION,position,20.0336,19.9685,0.0921,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00475,MMB-0044,LOT-205,SUP-003,HOLE_2_POSITION,position,79.9908,19.9835,0.0377,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00476,MMB-0044,LOT-205,SUP-003,HOLE_3_POSITION,position,19.9812,59.9839,0.0495,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00477,MMB-0044,LOT-205,SUP-003,HOLE_4_POSITION,position,79.9743,59.9716,0.0767,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00478,MMB-0044,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0393,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00479,MMB-0044,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0234,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00480,MMB-0044,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0408,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00481,MMB-0044,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.0092,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00482,MMB-0044,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,5.0283,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00483,MMB-0044,LOT-205,SUP-003,SLOT_WIDTH,width,,,7.9861,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00484,MMB-0044,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,6.0215,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00485,MMB-0045,LOT-205,SUP-003,HOLE_1_POSITION,position,20.0238,20.0659,0.1402,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00486,MMB-0045,LOT-205,SUP-003,HOLE_2_POSITION,position,79.9895,19.9526,0.0971,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00487,MMB-0045,LOT-205,SUP-003,HOLE_3_POSITION,position,19.9378,59.8886,0.2552,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00488,MMB-0045,LOT-205,SUP-003,HOLE_4_POSITION,position,80.0097,60.0465,0.095,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00489,MMB-0045,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0321,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00490,MMB-0045,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0091,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
