ID,Area,Issue,Action,Owner,Due Date,Status,Priority,Source
NCR-0389,MMB-001,OUTER_PROFILE,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
NCR-0277,BCON-006,Documentation Missing,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-19 00:00:00,RCA Pending,100,NCR
NCR-0119,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,Containment Pending,100,NCR
NCR-0179,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,Containment Pending,100,NCR
NCR-0057,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,Containment Pending,100,NCR
NCR-0068,BCON-006,Documentation Missing,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,RCA Pending,100,NCR
NCR-0328,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-19 00:00:00,Containment Pending,100,NCR
NCR-0128,BCON-006,Documentation Missing,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,RCA Pending,100,NCR
NCR-0012,ESC-002,Thread Damage,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,CAPA Open,100,NCR
30,Battery Connector,Contamination at contact surface,Add connector cap/plug until mating; add cleaning step to assembly SOP,QE-Osei,2026-06-26,Open,96,FMEA
35,Wiring Harness,Over-length wire routing,Add wire length to BOM; add wire-to-prop clearance check to EOL inspection,QE-Osei,2026-06-12,In Progress,90,FMEA
26,Battery Connector,Voltage drop,Add contact resistance measurement to receiving AQL,QE-Torres,2026-06-19,In Progress,84,FMEA
31,Fasteners,Under-torque on critical joint,Add digital torque tool with data logging; flag out-of-spec torques in real time,QE-Torres,2026-06-19,In Progress,84,FMEA
28,Battery Connector,Thermal damage,Uprate connector to next ampacity class; add thermal fuse in line,QE-Nguyen,2026-06-19,In Progress,81,FMEA
17,Motor Mount Bracket,Crack at mounting feature,Add stress-relief radius to design; specify 7075-T6 only in BOM,QE-Patel,2026-06-19,In Progress,81,FMEA
3,Motor,Winding insulation failure,Require 100% hi-pot test at supplier; add thermal shock screen,QE-Nguyen,2026-06-19,In Progress,81,FMEA
29,Battery Connector,Reverse polarity risk,Replace with asymmetric keyed connector to physically prevent reverse polarity,QE-Brooks,2026-06-12,Complete,80,FMEA
19,Motor Mount Bracket,Fastener interface wear,Specify thread insert (Helicoil) for high-cycle fastener interfaces,QE-Brooks,2026-07-05,Open,80,FMEA
18,Motor Mount Bracket,Flatness failure,Add stress-relief annealing step to manufacturing router,QE-Nguyen,2026-06-26,Complete,72,FMEA
23,Wiring Harness,Incorrect pinout,Add polarized connector shrouds; implement spin-direction check in EOL software,QE-Nguyen,2026-06-15,Complete,63,FMEA
34,Thermal Interface Material,Dry-out / delamination over thermal cycles,Upgrade to phase-change TIM; add thermal cycle qualification test,QE-Brooks,2026-07-05,Open,60,FMEA
10,Electronic Speed Controller,Incorrect calibration,Add mandatory calibration step with pass/fail criteria to build traveler,QE-Brooks,2026-06-12,Complete,54,FMEA
15,Propeller,Surface damage,Add foam-lined storage trays; inspect immediately before installation,QE-Nguyen,2026-06-19,Open,48,FMEA
14,Propeller,Loose attachment,Use torque-indicating fasteners; add torque verification to build record,QE-Brooks,2026-06-12,Complete,40,FMEA
