inspection_id,date,part_number,supplier_id,lot_number,quantity_received,quantity_inspected,quantity_failed,defect_type,defect_category,inspection_stage,inspector,disposition,ncr_id,cost_impact
INS-04155,2023-10-27,GPS-013,SUP-004,LOT-217,86,84,2,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Torres,Reject,,518.41
INS-04156,2024-05-29,ESC-002,SUP-004,LOT-148,128,91,8,Connector Misalignment,Assembly,Receiving Inspection,QE-Nguyen,Rework,NCR-6346,1369.43
INS-04157,2023-10-28,THRM-011,SUP-005,LOT-775,67,66,9,Connector Misalignment,Assembly,Receiving Inspection,QE-Brooks,Use-As-Is,NCR-6045,68.68
INS-04158,2024-06-26,GPS-013,SUP-004,LOT-930,154,116,6,Electrical Short,Electrical,End-of-Line Test,QE-Torres,Reject,,1837.55
INS-04159,2023-08-07,GPS-013,SUP-004,LOT-552,173,57,2,Delamination,Composite,In-Process Inspection,QE-Osei,Reject,,758.02
INS-04160,2024-05-27,FAST-010,SUP-008,LOT-367,161,113,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-04161,2024-08-10,FC-014,SUP-004,LOT-122,51,30,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-04162,2024-06-24,FC-014,SUP-004,LOT-160,41,16,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-04163,2024-03-12,PYLD-009,SUP-001,LOT-805,83,51,2,Missing Hardware,Assembly,In-Process Inspection,QE-Brooks,Rework,,351.7
INS-04164,2024-01-16,FC-014,SUP-004,LOT-936,34,24,2,Connector Misalignment,Assembly,Receiving Inspection,QE-Brooks,Rework,,844.68
INS-04165,2023-01-23,MMB-001,SUP-003,LOT-490,72,35,1,Solder Joint Failure,Electrical,End-of-Line Test,QE-Brooks,Use-As-Is,NCR-3532,102.7
INS-04166,2023-01-30,WHAR-005,SUP-005,LOT-174,186,130,11,Solder Joint Failure,Electrical,End-of-Line Test,QE-Nguyen,Rework,NCR-3536,380.8
INS-04167,2023-04-22,WHAR-005,SUP-005,LOT-111,173,60,11,Surface Finish,Cosmetic,Receiving Inspection,QE-Brooks,MRB Review,NCR-3252,232.21
INS-04168,2023-09-11,ESC-002,SUP-004,LOT-231,198,151,9,Wrong Material Cert,Documentation,In-Process Inspection,QE-Patel,Rework,,1318.64
INS-04169,2024-11-22,ESC-002,SUP-004,LOT-866,89,55,4,Missing Hardware,Assembly,End-of-Line Test,QE-Nguyen,Use-As-Is,,1148.38
INS-04170,2023-07-24,FC-014,SUP-004,LOT-952,153,71,3,Wrong Material Cert,Documentation,In-Process Inspection,QE-Brooks,Use-As-Is,,554.88
INS-04171,2024-12-02,ESC-002,SUP-004,LOT-381,90,61,5,Delamination,Composite,In-Process Inspection,QE-Nguyen,Use-As-Is,,402.33
INS-04172,2023-08-03,BCON-006,SUP-004,LOT-511,122,70,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-04173,2024-10-18,PROP-003,SUP-006,LOT-972,169,136,3,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Nguyen,Use-As-Is,,224.24
INS-04174,2023-07-07,MMB-001,SUP-003,LOT-455,59,22,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-04175,2024-08-30,BCON-006,SUP-004,LOT-275,68,39,2,Insulation Damage,Electrical,Receiving Inspection,QE-Osei,Reject,NCR-6460,54.04
INS-04176,2023-01-31,PYLD-009,SUP-001,LOT-620,96,27,2,Documentation Missing,Documentation,End-of-Line Test,QE-Torres,Use-As-Is,NCR-9144,289.82
INS-04177,2024-12-03,FAST-010,SUP-008,LOT-466,171,157,2,Connector Misalignment,Assembly,In-Process Inspection,QE-Patel,Use-As-Is,NCR-5828,23.24
INS-04178,2024-12-21,WHAR-005,SUP-005,LOT-380,189,168,26,Crack / Fracture,Composite,End-of-Line Test,QE-Osei,Supplier Return,NCR-5146,1057.7
INS-04179,2023-09-28,WING-007,SUP-006,LOT-108,160,71,5,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Brooks,Use-As-Is,NCR-1866,627.5
INS-04180,2024-06-28,FAST-010,SUP-008,LOT-787,140,52,1,Contamination,Cosmetic,Final Assembly,QE-Brooks,Reject,,12.1
INS-04181,2024-01-09,BCON-006,SUP-004,LOT-488,63,46,4,Crack / Fracture,Composite,In-Process Inspection,QE-Torres,Reject,NCR-5755,86.71
INS-04182,2023-04-14,FAST-010,SUP-008,LOT-966,45,18,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-04183,2024-04-24,MMB-001,SUP-003,LOT-873,50,35,1,Delamination,Composite,Final Assembly,QE-Brooks,Reject,NCR-8128,49.9
INS-04184,2024-08-10,MMB-001,SUP-003,LOT-579,167,150,5,Electrical Short,Electrical,In-Process Inspection,QE-Torres,Rework,,844.2
INS-04185,2024-07-31,BATT-008,SUP-009,LOT-823,46,36,2,Missing Hardware,Assembly,Final Assembly,QE-Brooks,Reject,,1336.34
INS-04186,2023-07-26,WHAR-005,SUP-005,LOT-336,41,35,3,Connector Misalignment,Assembly,Receiving Inspection,QE-Osei,Rework,NCR-1962,204.99
INS-04187,2023-09-10,WHAR-005,SUP-005,LOT-686,182,175,12,Documentation Missing,Documentation,Final Assembly,QE-Nguyen,Use-As-Is,,647.46
INS-04188,2024-12-03,PROP-003,SUP-006,LOT-843,72,45,1,Surface Finish,Cosmetic,End-of-Line Test,QE-Nguyen,Reject,,73.79
INS-04189,2023-11-10,BCON-006,SUP-004,LOT-850,164,130,8,Thread Damage,Dimensional,Final Assembly,QE-Osei,Reject,,209.8
INS-04190,2023-04-29,LARM-015,SUP-010,LOT-843,54,41,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-04191,2024-12-27,BATT-008,SUP-009,LOT-386,83,38,1,Crack / Fracture,Composite,Receiving Inspection,QE-Torres,Reject,NCR-3376,756.34
INS-04192,2023-08-07,PROP-003,SUP-006,LOT-204,163,163,14,Solder Joint Failure,Electrical,End-of-Line Test,QE-Brooks,Reject,,914.5
INS-04193,2023-10-05,WING-007,SUP-006,LOT-475,191,54,2,Connector Misalignment,Assembly,Final Assembly,QE-Torres,Rework,NCR-7380,492.54
INS-04194,2023-06-17,ESC-002,SUP-004,LOT-239,151,85,1,Solder Joint Failure,Electrical,Receiving Inspection,QE-Patel,Rework,,144.05
INS-04195,2024-09-09,PYLD-009,SUP-001,LOT-893,51,14,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-04196,2024-10-13,THRM-011,SUP-005,LOT-602,96,69,3,Missing Hardware,Assembly,In-Process Inspection,QE-Brooks,Use-As-Is,,24.15
INS-04197,2023-10-07,GPS-013,SUP-004,LOT-870,56,27,2,Corrosion,Cosmetic,In-Process Inspection,QE-Patel,Use-As-Is,,336.26
INS-04198,2024-10-16,FC-014,SUP-004,LOT-722,126,55,7,Thread Damage,Dimensional,In-Process Inspection,QE-Brooks,Reject,,4246.86
INS-04199,2024-08-15,GPS-013,SUP-004,LOT-222,57,19,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-04200,2023-05-22,MMB-001,SUP-003,LOT-741,107,26,3,Crack / Fracture,Composite,End-of-Line Test,QE-Nguyen,Rework,NCR-4173,583.46
INS-04201,2024-06-18,FRAME-012,SUP-001,LOT-465,108,99,7,Wrong Material Cert,Documentation,End-of-Line Test,QE-Brooks,Use-As-Is,NCR-9138,2005.18
INS-04202,2023-04-25,MOTOR-004,SUP-007,LOT-104,16,9,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-04203,2024-07-26,FAST-010,SUP-008,LOT-327,59,18,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-04204,2024-08-04,THRM-011,SUP-005,LOT-333,102,31,4,Crack / Fracture,Composite,In-Process Inspection,QE-Torres,Rework,,30.8
INS-04205,2024-09-18,PROP-003,SUP-006,LOT-187,131,56,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-04206,2023-12-15,PYLD-009,SUP-001,LOT-785,23,10,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-04207,2024-10-16,FAST-010,SUP-008,LOT-722,188,53,2,Insulation Damage,Electrical,In-Process Inspection,QE-Torres,Use-As-Is,,5.37
INS-04208,2023-06-04,BATT-008,SUP-009,LOT-187,54,14,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-04209,2023-05-05,GPS-013,SUP-004,LOT-890,143,109,5,Electrical Short,Electrical,Final Assembly,QE-Torres,Use-As-Is,NCR-6297,1476.42
INS-04210,2023-08-29,PROP-003,SUP-006,LOT-930,63,19,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04211,2024-09-30,LARM-015,SUP-010,LOT-908,142,127,26,Crack / Fracture,Composite,Final Assembly,QE-Osei,Reject,NCR-8540,2064.43
INS-04212,2023-07-22,MMB-001,SUP-003,LOT-389,52,25,5,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Torres,Supplier Return,NCR-1049,965.59
INS-04213,2023-12-11,BATT-008,SUP-009,LOT-224,13,5,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-04214,2023-01-25,LARM-015,SUP-010,LOT-605,22,19,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-04215,2024-12-18,PYLD-009,SUP-001,LOT-199,134,74,3,Incorrect Part Number,Documentation,Final Assembly,QE-Nguyen,Rework,,371.27
INS-04216,2023-02-14,BCON-006,SUP-004,LOT-502,85,77,3,Missing Hardware,Assembly,In-Process Inspection,QE-Patel,Use-As-Is,,38.97
INS-04217,2023-07-02,BATT-008,SUP-009,LOT-806,138,88,3,Incorrect Part Number,Documentation,Receiving Inspection,QE-Patel,Reject,,1033.02
INS-04218,2023-11-12,MMB-001,SUP-003,LOT-805,67,57,5,Insulation Damage,Electrical,Final Assembly,QE-Nguyen,Reject,NCR-1753,792.18
INS-04219,2024-02-15,LARM-015,SUP-010,LOT-719,47,17,3,Crack / Fracture,Composite,End-of-Line Test,QE-Patel,Supplier Return,NCR-4168,459.84
INS-04220,2024-08-10,FC-014,SUP-004,LOT-902,83,33,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-04221,2023-09-20,BATT-008,SUP-009,LOT-677,18,11,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-04222,2024-12-14,FRAME-012,SUP-001,LOT-188,102,93,4,Incorrect Part Number,Documentation,End-of-Line Test,QE-Torres,Use-As-Is,,4347.85
INS-04223,2024-10-23,WING-007,SUP-006,LOT-739,121,88,6,Wrong Material Cert,Documentation,In-Process Inspection,QE-Patel,Use-As-Is,NCR-2501,1900.09
INS-04224,2024-08-15,THRM-011,SUP-005,LOT-263,125,99,11,Corrosion,Cosmetic,Final Assembly,QE-Nguyen,Rework,,23.28
INS-04225,2023-08-06,FAST-010,SUP-008,LOT-464,38,22,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04226,2023-05-31,PYLD-009,SUP-001,LOT-140,76,34,4,Documentation Missing,Documentation,End-of-Line Test,QE-Brooks,Reject,NCR-8215,151.65
INS-04227,2024-08-26,THRM-011,SUP-005,LOT-905,61,39,2,Incorrect Part Number,Documentation,Receiving Inspection,QE-Osei,Reject,,8.73
INS-04228,2024-03-18,PROP-003,SUP-006,LOT-262,188,82,2,Connector Misalignment,Assembly,Receiving Inspection,QE-Brooks,Rework,,215.74
INS-04229,2023-12-17,MOTOR-004,SUP-007,LOT-174,137,49,10,Missing Hardware,Assembly,Final Assembly,QE-Patel,Supplier Return,NCR-8926,2356.43
INS-04230,2023-09-13,FC-014,SUP-004,LOT-568,11,2,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04231,2024-08-12,FC-014,SUP-004,LOT-894,99,99,2,Surface Finish,Cosmetic,Final Assembly,QE-Brooks,Rework,NCR-5996,431.63
INS-04232,2023-01-21,WING-007,SUP-006,LOT-996,11,11,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-04233,2024-05-17,LARM-015,SUP-010,LOT-769,147,63,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-04234,2024-12-15,MMB-001,SUP-003,LOT-941,62,16,2,Solder Joint Failure,Electrical,Final Assembly,QE-Brooks,Rework,,416.68
INS-04235,2024-10-31,BCON-006,SUP-004,LOT-731,58,22,1,Corrosion,Cosmetic,Final Assembly,QE-Osei,Use-As-Is,,18.87
INS-04236,2024-03-30,FC-014,SUP-004,LOT-854,194,160,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-04237,2023-02-14,GPS-013,SUP-004,LOT-384,119,34,6,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Patel,Supplier Return,NCR-7182,754.52
INS-04238,2024-03-31,MOTOR-004,SUP-007,LOT-850,18,4,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04239,2024-11-07,ESC-002,SUP-004,LOT-845,134,72,3,Documentation Missing,Documentation,Final Assembly,QE-Brooks,Rework,NCR-8170,239.36
INS-04240,2024-05-30,MOTOR-004,SUP-007,LOT-824,189,164,76,Contamination,Cosmetic,In-Process Inspection,QE-Brooks,Reject,NCR-6861,16490.99
INS-04241,2023-11-05,GPS-013,SUP-004,LOT-483,11,7,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04242,2024-03-15,WING-007,SUP-006,LOT-878,41,19,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04243,2024-05-26,FRAME-012,SUP-001,LOT-274,88,30,0,,,Final Assembly,QE-Brooks,Accept,,0.0
INS-04244,2024-01-06,PYLD-009,SUP-001,LOT-612,69,57,2,Surface Finish,Cosmetic,Final Assembly,QE-Brooks,Rework,,256.31
INS-04245,2024-03-04,PROP-003,SUP-006,LOT-830,63,60,2,Delamination,Composite,In-Process Inspection,QE-Patel,Rework,,69.54
INS-04246,2024-08-22,FAST-010,SUP-008,LOT-815,144,143,1,Electrical Short,Electrical,In-Process Inspection,QE-Torres,Rework,NCR-1390,2.64
INS-04247,2023-05-22,MOTOR-004,SUP-007,LOT-459,179,45,8,Delamination,Composite,Final Assembly,QE-Brooks,MRB Review,NCR-5236,1782.95
INS-04248,2024-05-09,BATT-008,SUP-009,LOT-812,28,18,1,Electrical Short,Electrical,Final Assembly,QE-Brooks,Rework,,457.38
INS-04249,2023-01-08,WING-007,SUP-006,LOT-938,85,61,1,Contamination,Cosmetic,In-Process Inspection,QE-Nguyen,Reject,NCR-2617,273.79
INS-04250,2024-03-26,BCON-006,SUP-004,LOT-836,177,146,1,Crack / Fracture,Composite,End-of-Line Test,QE-Brooks,Use-As-Is,,25.59
INS-04251,2024-02-15,WING-007,SUP-006,LOT-147,74,48,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-04252,2023-05-09,BCON-006,SUP-004,LOT-418,12,11,2,Wrong Material Cert,Documentation,Final Assembly,QE-Nguyen,MRB Review,NCR-3288,40.13
INS-04253,2023-11-25,LARM-015,SUP-010,LOT-472,57,18,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-04254,2024-08-09,WHAR-005,SUP-005,LOT-247,169,168,14,Insulation Damage,Electrical,In-Process Inspection,QE-Brooks,Reject,,784.86
INS-04255,2023-11-03,BCON-006,SUP-004,LOT-667,199,119,7,Missing Hardware,Assembly,In-Process Inspection,QE-Nguyen,Rework,,157.41
INS-04256,2023-02-11,FRAME-012,SUP-001,LOT-802,116,106,9,Missing Hardware,Assembly,End-of-Line Test,QE-Nguyen,Reject,NCR-9621,5522.54
INS-04257,2023-03-05,MMB-001,SUP-003,LOT-698,107,87,5,Missing Hardware,Assembly,Final Assembly,QE-Torres,Use-As-Is,,579.52
INS-04258,2023-06-16,MOTOR-004,SUP-007,LOT-940,32,16,2,Solder Joint Failure,Electrical,Receiving Inspection,QE-Patel,Rework,NCR-4111,474.93
INS-04259,2023-01-21,MOTOR-004,SUP-007,LOT-510,30,10,3,Documentation Missing,Documentation,Receiving Inspection,QE-Nguyen,MRB Review,NCR-5306,523.59
INS-04260,2024-05-28,WHAR-005,SUP-005,LOT-683,146,77,9,Incorrect Part Number,Documentation,End-of-Line Test,QE-Brooks,Use-As-Is,NCR-5743,414.15
INS-04261,2023-12-18,ESC-002,SUP-004,LOT-521,29,15,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-04262,2023-09-17,BATT-008,SUP-009,LOT-659,98,82,2,Thread Damage,Dimensional,In-Process Inspection,QE-Patel,Use-As-Is,NCR-8423,1545.79
INS-04263,2024-05-28,THRM-011,SUP-005,LOT-506,126,122,26,Documentation Missing,Documentation,Receiving Inspection,QE-Brooks,MRB Review,NCR-4957,105.23
INS-04264,2024-09-24,LARM-015,SUP-010,LOT-827,120,61,8,Wrong Material Cert,Documentation,In-Process Inspection,QE-Osei,Reject,,858.17
INS-04265,2024-11-11,WING-007,SUP-006,LOT-147,74,22,1,Crack / Fracture,Composite,In-Process Inspection,QE-Torres,Use-As-Is,,267.57
INS-04266,2024-09-21,FAST-010,SUP-008,LOT-413,159,53,1,Connector Misalignment,Assembly,End-of-Line Test,QE-Brooks,Rework,NCR-7956,11.84
INS-04267,2024-12-21,WING-007,SUP-006,LOT-541,53,50,1,Solder Joint Failure,Electrical,End-of-Line Test,QE-Osei,Reject,,224.26
INS-04268,2024-01-06,FC-014,SUP-004,LOT-295,39,24,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-04269,2024-08-01,BATT-008,SUP-009,LOT-969,196,61,3,Surface Finish,Cosmetic,Receiving Inspection,QE-Brooks,Rework,,2266.65
INS-04270,2023-03-20,FC-014,SUP-004,LOT-956,165,138,16,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Torres,Reject,,8911.0
INS-04271,2024-07-06,MOTOR-004,SUP-007,LOT-685,179,160,17,Missing Hardware,Assembly,Receiving Inspection,QE-Torres,Rework,NCR-6985,2864.82
INS-04272,2023-10-08,THRM-011,SUP-005,LOT-196,100,73,10,Missing Hardware,Assembly,Final Assembly,QE-Brooks,Reject,NCR-3996,28.04
INS-04273,2024-03-11,BCON-006,SUP-004,LOT-259,114,55,4,Wrong Material Cert,Documentation,In-Process Inspection,QE-Nguyen,Reject,NCR-6780,27.5
INS-04274,2023-05-15,MOTOR-004,SUP-007,LOT-346,108,43,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04275,2023-10-11,ESC-002,SUP-004,LOT-758,13,6,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-04276,2023-11-17,BCON-006,SUP-004,LOT-162,162,136,6,Insulation Damage,Electrical,Final Assembly,QE-Patel,Rework,,164.73
INS-04277,2023-10-17,LARM-015,SUP-010,LOT-878,145,74,10,Solder Joint Failure,Electrical,Final Assembly,QE-Osei,Rework,,804.79
INS-04278,2023-09-10,MOTOR-004,SUP-007,LOT-906,57,46,1,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Patel,Rework,NCR-5420,48.24
INS-04279,2023-01-25,ESC-002,SUP-004,LOT-793,168,43,2,Crack / Fracture,Composite,End-of-Line Test,QE-Nguyen,Rework,,203.47
INS-04280,2024-12-07,FRAME-012,SUP-001,LOT-586,71,25,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-04281,2024-03-22,BATT-008,SUP-009,LOT-587,100,68,5,Delamination,Composite,End-of-Line Test,QE-Patel,Use-As-Is,NCR-3085,2220.2
INS-04282,2023-11-25,BCON-006,SUP-004,LOT-208,89,35,1,Delamination,Composite,End-of-Line Test,QE-Nguyen,Rework,NCR-7383,15.75
INS-04283,2024-11-30,LARM-015,SUP-010,LOT-952,73,55,6,Solder Joint Failure,Electrical,In-Process Inspection,QE-Patel,Reject,NCR-8580,747.09
INS-04284,2023-12-21,ESC-002,SUP-004,LOT-360,25,9,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-04285,2023-09-13,THRM-011,SUP-005,LOT-727,155,44,4,Contamination,Cosmetic,In-Process Inspection,QE-Nguyen,Use-As-Is,,27.74
INS-04286,2023-07-05,PYLD-009,SUP-001,LOT-171,83,77,1,Crack / Fracture,Composite,In-Process Inspection,QE-Patel,Rework,,162.34
INS-04287,2024-09-10,FAST-010,SUP-008,LOT-214,21,12,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-04288,2023-06-01,ESC-002,SUP-004,LOT-573,123,74,9,Corrosion,Cosmetic,In-Process Inspection,QE-Torres,Reject,,1323.28
INS-04289,2023-07-05,WHAR-005,SUP-005,LOT-823,31,30,4,Surface Finish,Cosmetic,End-of-Line Test,QE-Brooks,Reject,NCR-3904,86.21
INS-04290,2024-10-31,FC-014,SUP-004,LOT-294,194,131,10,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Rework,NCR-5523,5420.8
INS-04291,2023-08-09,WHAR-005,SUP-005,LOT-676,110,61,6,Delamination,Composite,Final Assembly,QE-Brooks,Rework,,455.43
INS-04292,2023-04-06,FAST-010,SUP-008,LOT-806,74,27,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-04293,2023-02-27,THRM-011,SUP-005,LOT-260,128,112,5,Missing Hardware,Assembly,In-Process Inspection,QE-Brooks,Use-As-Is,NCR-9195,17.11
INS-04294,2023-02-18,PYLD-009,SUP-001,LOT-323,170,156,8,Documentation Missing,Documentation,Final Assembly,QE-Patel,Reject,,367.65
INS-04295,2024-01-17,PYLD-009,SUP-001,LOT-144,65,18,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-04296,2023-03-03,MMB-001,SUP-003,LOT-760,180,153,15,Solder Joint Failure,Electrical,In-Process Inspection,QE-Brooks,Use-As-Is,,2831.69
INS-04297,2024-04-01,LARM-015,SUP-010,LOT-269,94,59,13,Contamination,Cosmetic,Final Assembly,QE-Osei,MRB Review,NCR-7769,626.31
INS-04298,2023-11-13,THRM-011,SUP-005,LOT-325,128,115,4,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Patel,Use-As-Is,NCR-7900,24.86
INS-04299,2023-10-21,FRAME-012,SUP-001,LOT-866,106,71,3,Wrong Material Cert,Documentation,End-of-Line Test,QE-Brooks,Reject,NCR-2065,1577.3
INS-04300,2023-07-25,FRAME-012,SUP-001,LOT-627,95,38,2,Crack / Fracture,Composite,Final Assembly,QE-Nguyen,Use-As-Is,NCR-2113,1921.73
INS-04301,2024-05-26,ESC-002,SUP-004,LOT-693,111,99,5,Wrong Material Cert,Documentation,End-of-Line Test,QE-Brooks,Use-As-Is,,979.58
INS-04302,2024-02-26,BCON-006,SUP-004,LOT-822,13,3,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-04303,2023-11-19,BATT-008,SUP-009,LOT-190,49,23,2,Corrosion,Cosmetic,End-of-Line Test,QE-Torres,Reject,NCR-5199,1135.91
INS-04304,2023-06-13,FAST-010,SUP-008,LOT-194,57,22,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-04305,2023-12-28,BCON-006,SUP-004,LOT-506,132,108,4,Wrong Material Cert,Documentation,Final Assembly,QE-Brooks,Reject,NCR-3137,46.07
INS-04306,2023-10-07,MMB-001,SUP-003,LOT-583,27,15,2,Missing Hardware,Assembly,End-of-Line Test,QE-Torres,Use-As-Is,NCR-4029,295.4
INS-04307,2023-03-21,PYLD-009,SUP-001,LOT-258,66,66,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-04308,2024-07-26,FAST-010,SUP-008,LOT-734,46,18,0,,,Receiving Inspection,QE-Patel,Accept,,0.0
INS-04309,2024-10-15,BCON-006,SUP-004,LOT-833,48,31,2,Documentation Missing,Documentation,In-Process Inspection,QE-Nguyen,Reject,NCR-7050,13.58
INS-04310,2024-02-08,FAST-010,SUP-008,LOT-571,44,27,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-04311,2024-10-23,THRM-011,SUP-005,LOT-775,180,129,2,Solder Joint Failure,Electrical,Receiving Inspection,QE-Nguyen,Reject,,16.57
INS-04312,2024-05-25,GPS-013,SUP-004,LOT-259,113,86,9,Wrong Material Cert,Documentation,Receiving Inspection,QE-Nguyen,Rework,,2230.1
INS-04313,2024-02-13,WHAR-005,SUP-005,LOT-800,120,80,5,Contamination,Cosmetic,Final Assembly,QE-Torres,Reject,,258.94
INS-04314,2024-08-01,THRM-011,SUP-005,LOT-861,172,122,21,Solder Joint Failure,Electrical,End-of-Line Test,QE-Nguyen,MRB Review,NCR-3601,165.93
INS-04315,2023-01-17,LARM-015,SUP-010,LOT-684,145,77,1,Incorrect Part Number,Documentation,In-Process Inspection,QE-Brooks,Use-As-Is,,88.03
INS-04316,2023-07-08,GPS-013,SUP-004,LOT-435,106,74,10,Corrosion,Cosmetic,In-Process Inspection,QE-Brooks,Rework,,3701.02
INS-04317,2023-06-12,FRAME-012,SUP-001,LOT-653,134,64,6,Wrong Material Cert,Documentation,Final Assembly,QE-Osei,Reject,,3579.5
INS-04318,2023-06-19,FRAME-012,SUP-001,LOT-357,131,39,2,Thread Damage,Dimensional,Final Assembly,QE-Brooks,Use-As-Is,NCR-4947,905.97
INS-04319,2024-02-12,WING-007,SUP-006,LOT-202,36,10,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-04320,2024-01-31,FAST-010,SUP-008,LOT-487,32,25,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-04321,2023-06-22,WING-007,SUP-006,LOT-582,138,138,4,Insulation Damage,Electrical,End-of-Line Test,QE-Osei,Reject,,1588.27
INS-04322,2023-10-06,PROP-003,SUP-006,LOT-915,74,56,2,Documentation Missing,Documentation,Final Assembly,QE-Osei,Rework,,167.43
INS-04323,2023-03-27,BCON-006,SUP-004,LOT-406,143,89,3,Corrosion,Cosmetic,Final Assembly,QE-Nguyen,Use-As-Is,,34.53
INS-04324,2024-07-28,MMB-001,SUP-003,LOT-128,148,66,12,Thread Damage,Dimensional,In-Process Inspection,QE-Torres,Reject,NCR-9920,1015.05
INS-04325,2024-08-16,WING-007,SUP-006,LOT-760,199,97,1,Delamination,Composite,End-of-Line Test,QE-Patel,Use-As-Is,,442.89
INS-04326,2024-05-20,BATT-008,SUP-009,LOT-263,164,141,13,Solder Joint Failure,Electrical,Receiving Inspection,QE-Torres,Rework,,9373.79
INS-04327,2024-01-30,ESC-002,SUP-004,LOT-284,65,22,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-04328,2024-10-04,MMB-001,SUP-003,LOT-348,49,27,3,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Use-As-Is,NCR-2199,600.87
INS-04329,2024-12-03,THRM-011,SUP-005,LOT-271,65,59,6,Surface Finish,Cosmetic,Final Assembly,QE-Brooks,Rework,,17.95
INS-04330,2023-07-07,MMB-001,SUP-003,LOT-456,72,25,1,Insulation Damage,Electrical,End-of-Line Test,QE-Osei,Use-As-Is,NCR-2841,73.6
INS-04331,2023-09-08,MMB-001,SUP-003,LOT-689,35,29,1,Connector Misalignment,Assembly,End-of-Line Test,QE-Torres,Use-As-Is,,110.31
INS-04332,2024-12-16,MMB-001,SUP-003,LOT-574,11,3,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-04333,2023-12-17,FC-014,SUP-004,LOT-323,64,64,5,Missing Hardware,Assembly,Final Assembly,QE-Osei,Use-As-Is,,1267.95
INS-04334,2024-05-07,LARM-015,SUP-010,LOT-411,39,20,7,Documentation Missing,Documentation,Receiving Inspection,QE-Brooks,Supplier Return,NCR-5664,881.59
INS-04335,2023-04-29,FAST-010,SUP-008,LOT-832,39,23,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-04336,2023-01-12,BATT-008,SUP-009,LOT-645,44,41,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
