part_serial_number,lot_number,supplier_id,part_disposition,feature_id,feature_name,gdandt_type,criticality,nominal_x,nominal_y,measured_x,measured_y,measured_value,nominal_value,tolerance,lower_limit,upper_limit,deviation,margin,margin_pct,result,datum_reference,inspector,inspection_date
MMB-0022,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0495,60.1678,0.3499,,0.2,,,0.3499,-0.1499,-74.9,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.7188,60.2416,0.7415,,0.2,,,0.74147,-0.54147,-270.7,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0823,0.0,0.05,,,0.0823,-0.0323,-64.6,FAIL,A,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1099,0.0,0.1,,,0.1099,-0.0099,-9.9,FAIL,A,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1202,0.0,0.15,,,0.1202,0.0298,19.9,PASS,A,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.4826,0.0,0.3,,,0.4826,-0.1826,-60.9,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0114,5.0,0.05,4.95,5.05,0.0114,0.0386,77.2,PASS,,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9099,8.0,0.1,7.9,8.1,0.0901,0.0099,9.9,BORDERLINE,,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0352,6.0,0.1,5.9,6.1,0.0352,0.0648,64.8,PASS,,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.143,20.1072,0.3576,,0.2,,,0.35744,-0.15744,-78.7,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9216,19.8322,0.3703,,0.2,,,0.37042,-0.17042,-85.2,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9674,60.3254,0.6541,,0.2,,,0.65406,-0.45406,-227.0,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.7683,59.8736,0.528,,0.2,,,0.52787,-0.32787,-163.9,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0772,0.0,0.05,,,0.0772,-0.0272,-54.4,FAIL,A,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1282,0.0,0.1,,,0.1282,-0.0282,-28.2,FAIL,A,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.155,0.0,0.15,,,0.155,-0.005,-3.3,FAIL,A,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.6543,0.0,0.3,,,0.6543,-0.3543,-118.1,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9573,5.0,0.05,4.95,5.05,0.0427,0.0073,14.6,PASS,,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0239,8.0,0.1,7.9,8.1,0.0239,0.0761,76.1,PASS,,QE-Patel,2024-04-05
MMB-0023,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0251,6.0,0.1,5.9,6.1,0.0251,0.0749,74.9,PASS,,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.8994,19.8199,0.4125,,0.2,,,0.41258,-0.21258,-106.3,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0337,20.2267,0.4584,,0.2,,,0.45838,-0.25838,-129.2,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0405,60.009,0.0829,,0.2,,,0.08298,0.11702,58.5,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0124,59.9612,0.0814,,0.2,,,0.08147,0.11853,59.3,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.1069,0.0,0.05,,,0.1069,-0.0569,-113.8,FAIL,A,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0996,0.0,0.1,,,0.0996,0.0004,0.4,BORDERLINE,A,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0393,0.0,0.15,,,0.0393,0.1107,73.8,PASS,A,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0232,0.0,0.3,,,0.0232,0.2768,92.3,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.004,5.0,0.05,4.95,5.05,0.004,0.046,92.0,PASS,,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.1046,8.0,0.1,7.9,8.1,0.1046,-0.0046,-4.6,FAIL,,QE-Patel,2024-04-05
MMB-0024,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0273,6.0,0.1,5.9,6.1,0.0273,0.0727,72.7,PASS,,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9603,20.0573,0.1394,,0.2,,,0.13942,0.06058,30.3,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0233,20.1033,0.2117,,0.2,,,0.21179,-0.01179,-5.9,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.1327,59.9046,0.3268,,0.2,,,0.32687,-0.12687,-63.4,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.6491,59.9473,0.7098,,0.2,,,0.70967,-0.50967,-254.8,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0243,0.0,0.05,,,0.0243,0.0257,51.4,PASS,A,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1999,0.0,0.1,,,0.1999,-0.0999,-99.9,FAIL,A,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1026,0.0,0.15,,,0.1026,0.0474,31.6,PASS,A,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0283,0.0,0.3,,,0.0283,0.2717,90.6,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9713,5.0,0.05,4.95,5.05,0.0287,0.0213,42.6,PASS,,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9131,8.0,0.1,7.9,8.1,0.0869,0.0131,13.1,PASS,,QE-Patel,2024-04-05
MMB-0025,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.1119,6.0,0.1,5.9,6.1,0.1119,-0.0119,-11.9,FAIL,,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.059,20.0809,0.2003,,0.2,,,0.20026,-0.00026,-0.1,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.067,20.105,0.2492,,0.2,,,0.24911,-0.04911,-24.6,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.1133,59.946,0.2511,,0.2,,,0.25102,-0.05102,-25.5,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.787,59.873,0.496,,0.2,,,0.49598,-0.29598,-148.0,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0608,0.0,0.05,,,0.0608,-0.0108,-21.6,FAIL,A,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0548,0.0,0.1,,,0.0548,0.0452,45.2,PASS,A,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.2893,0.0,0.15,,,0.2893,-0.1393,-92.9,FAIL,A,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0319,0.0,0.3,,,0.0319,0.2681,89.4,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.03,5.0,0.05,4.95,5.05,0.03,0.02,40.0,PASS,,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0124,8.0,0.1,7.9,8.1,0.0124,0.0876,87.6,PASS,,QE-Patel,2024-04-05
MMB-0026,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0303,6.0,0.1,5.9,6.1,0.0303,0.0697,69.7,PASS,,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.941,20.0272,0.1299,,0.2,,,0.12994,0.07006,35.0,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.941,19.9305,0.1823,,0.2,,,0.18233,0.01767,8.8,BORDERLINE,A|B|C,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9103,60.1526,0.354,,0.2,,,0.35402,-0.15402,-77.0,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.055,60.0314,0.1268,,0.2,,,0.12666,0.07334,36.7,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0297,0.0,0.05,,,0.0297,0.0203,40.6,PASS,A,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1199,0.0,0.1,,,0.1199,-0.0199,-19.9,FAIL,A,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0763,0.0,0.15,,,0.0763,0.0737,49.1,PASS,A,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.214,0.0,0.3,,,0.214,0.086,28.7,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9395,5.0,0.05,4.95,5.05,0.0605,-0.0105,-21.0,FAIL,,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.1442,8.0,0.1,7.9,8.1,0.1442,-0.0442,-44.2,FAIL,,QE-Patel,2024-04-05
MMB-0027,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9652,6.0,0.1,5.9,6.1,0.0348,0.0652,65.2,PASS,,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.8906,19.8343,0.3971,,0.2,,,0.39711,-0.19711,-98.6,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9036,19.9381,0.2291,,0.2,,,0.22913,-0.02913,-14.6,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9951,59.9355,0.1294,,0.2,,,0.12937,0.07063,35.3,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.7599,59.7728,0.6611,,0.2,,,0.66111,-0.46111,-230.6,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.088,0.0,0.05,,,0.088,-0.038,-76.0,FAIL,A,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1283,0.0,0.1,,,0.1283,-0.0283,-28.3,FAIL,A,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.2399,0.0,0.15,,,0.2399,-0.0899,-59.9,FAIL,A,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.4365,0.0,0.3,,,0.4365,-0.1365,-45.5,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0076,5.0,0.05,4.95,5.05,0.0076,0.0424,84.8,PASS,,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9326,8.0,0.1,7.9,8.1,0.0674,0.0326,32.6,PASS,,QE-Patel,2024-04-05
MMB-0028,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0243,6.0,0.1,5.9,6.1,0.0243,0.0757,75.7,PASS,,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.1749,19.9441,0.3673,,0.2,,,0.36723,-0.16723,-83.6,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0426,19.9983,0.0852,,0.2,,,0.08527,0.11473,57.4,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.1372,59.9322,0.3061,,0.2,,,0.30608,-0.10608,-53.0,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.173,59.9437,0.3639,,0.2,,,0.36386,-0.16386,-81.9,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0365,0.0,0.05,,,0.0365,0.0135,27.0,PASS,A,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1457,0.0,0.1,,,0.1457,-0.0457,-45.7,FAIL,A,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.2092,0.0,0.15,,,0.2092,-0.0592,-39.5,FAIL,A,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.6345,0.0,0.3,,,0.6345,-0.3345,-111.5,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.016,5.0,0.05,4.95,5.05,0.016,0.034,68.0,PASS,,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0395,8.0,0.1,7.9,8.1,0.0395,0.0605,60.5,PASS,,QE-Patel,2024-04-05
MMB-0029,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.1123,6.0,0.1,5.9,6.1,0.1123,-0.0123,-12.3,FAIL,,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0751,19.9195,0.2203,,0.2,,,0.22018,-0.02018,-10.1,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.1695,19.9075,0.3861,,0.2,,,0.38619,-0.18619,-93.1,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9351,59.9151,0.2137,,0.2,,,0.21373,-0.01373,-6.9,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.8596,60.05,0.2981,,0.2,,,0.29807,-0.09807,-49.0,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0528,0.0,0.05,,,0.0528,-0.0028,-5.6,FAIL,A,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1234,0.0,0.1,,,0.1234,-0.0234,-23.4,FAIL,A,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1482,0.0,0.15,,,0.1482,0.0018,1.2,BORDERLINE,A,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.2094,0.0,0.3,,,0.2094,0.0906,30.2,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0446,5.0,0.05,4.95,5.05,0.0446,0.0054,10.8,PASS,,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9828,8.0,0.1,7.9,8.1,0.0172,0.0828,82.8,PASS,,QE-Patel,2024-04-05
MMB-0030,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.1712,6.0,0.1,5.9,6.1,0.1712,-0.0712,-71.2,FAIL,,QE-Patel,2024-04-05
MMB-0031,LOT-204,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0323,20.0684,0.1513,,0.2,,,0.15129,0.04871,24.4,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9518,20.0343,0.1184,,0.2,,,0.11832,0.08168,40.8,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0423,59.9297,0.1642,,0.2,,,0.16409,0.03591,18.0,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.929,59.8776,0.2829,,0.2,,,0.283,-0.083,-41.5,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.021,0.0,0.05,,,0.021,0.029,58.0,PASS,A,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0765,0.0,0.1,,,0.0765,0.0235,23.5,PASS,A,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1301,0.0,0.15,,,0.1301,0.0199,13.3,PASS,A,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1252,0.0,0.3,,,0.1252,0.1748,58.3,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0326,5.0,0.05,4.95,5.05,0.0326,0.0174,34.8,PASS,,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9686,8.0,0.1,7.9,8.1,0.0314,0.0686,68.6,PASS,,QE-Nguyen,2024-05-20
MMB-0031,LOT-204,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9624,6.0,0.1,5.9,6.1,0.0376,0.0624,62.4,PASS,,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9972,20.0192,0.0388,,0.2,,,0.03881,0.16119,80.6,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9984,19.8966,0.2068,,0.2,,,0.20682,-0.00682,-3.4,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9964,59.9478,0.1046,,0.2,,,0.10465,0.09535,47.7,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0402,60.022,0.0916,,0.2,,,0.09165,0.10835,54.2,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0109,0.0,0.05,,,0.0109,0.0391,78.2,PASS,A,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0396,0.0,0.1,,,0.0396,0.0604,60.4,PASS,A,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0276,0.0,0.15,,,0.0276,0.1224,81.6,PASS,A,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1156,0.0,0.3,,,0.1156,0.1844,61.5,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0191,5.0,0.05,4.95,5.05,0.0191,0.0309,61.8,PASS,,QE-Nguyen,2024-05-20
MMB-0032,LOT-204,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9804,8.0,0.1,7.9,8.1,0.0196,0.0804,80.4,PASS,,QE-Nguyen,2024-05-20
